"CODICE_REGIONE","CODICE_PROVINCIA","SIGLA_AUTOMOBILISTICA","ID_COMUNE","CODICE_COMUNE","LABEL_COMUNE_IT","LABEL_COMUNE_DE","DATA_INIZIO_VALIDITA","DATA_FINE_VALIDITA"
"00","007","AO","007811-(1927-01-12)","007811","BAIRO","","12-01-1927","24-02-1929"
"00","007","AO","007811-(1929-02-24)","007811","BAIRO","","24-02-1929","24-02-1929"
"00","001","TO","001016-(1861-03-17)","001016","BALANGERO","","17-03-1861","01-01-1948"
"01","001","TO","001016-(1948-01-01)","001016","BALANGERO","","01-01-1948","01-01-2015"
"01","201","TO","001016-(2015-01-01)","001016","BALANGERO","","01-01-2015","31-12-9999"
"00","001","TO","001017-(1861-03-17)","001017","BALDISSERO","","17-03-1861","04-02-1863"
"00","001","TO","001017-(1863-02-04)","001017","BALDISSERO CANAVESE","","04-02-1863","12-01-1927"
"00","007","AO","007813-(1927-01-12)","007813","BALDISSERO CANAVESE","","12-01-1927","03-05-1929"
"00","007","AO","007813-(1929-05-03)","007813","BALDISSERO CANAVESE","","03-05-1929","03-05-1929"
"00","001","TO","001018-(1861-03-17)","001018","BALDISSERO","","17-03-1861","04-02-1863"
"00","001","TO","001018-(1863-02-04)","001018","BALDISSERO TORINESE","","04-02-1863","01-01-1948"
"01","001","TO","001018-(1948-01-01)","001018","BALDISSERO TORINESE","","01-01-1948","01-01-2015"
"01","201","TO","001018-(2015-01-01)","001018","BALDISSERO TORINESE","","01-01-2015","31-12-9999"
"00","001","TO","001019-(1861-03-17)","001019","BALME","","17-03-1861","01-01-1948"
"01","001","TO","001019-(1948-01-01)","001019","BALME","","01-01-1948","01-01-2015"
"01","201","TO","001019-(2015-01-01)","001019","BALME","","01-01-2015","31-12-9999"
"00","001","TO","001020-(1861-03-17)","001020","BANCHETTE","","17-03-1861","12-01-1927"
"00","007","AO","007814-(1927-01-12)","007814","BANCHETTE","","12-01-1927","05-10-1945"
"00","001","TO","001020-(1945-10-05)","001020","BANCHETTE","","05-10-1945","01-01-1948"
"01","001","TO","001020-(1948-01-01)","001020","BANCHETTE","","01-01-1948","01-01-2015"
"01","201","TO","001020-(2015-01-01)","001020","BANCHETTE","","01-01-2015","31-12-9999"
"00","001","TO","001021-(1861-03-17)","001021","BARBANIA","","17-03-1861","21-02-1928"
"00","001","TO","001021-(1928-02-21)","001021","BARBANIA","","21-02-1928","01-06-1938"
"00","001","TO","001021-(1928-02-21)","001021","BARBANIA","","21-02-1928","01-06-1938"
"00","001","TO","001021-(1938-06-01)","001021","BARBANIA","","01-06-1938","15-03-1947"
"00","001","TO","001021-(1947-03-15)","001021","BARBANIA","","15-03-1947","01-01-1948"
"00","001","TO","001021-(1947-03-15)","001021","BARBANIA","","15-03-1947","01-01-1948"
"01","001","TO","001021-(1948-01-01)","001021","BARBANIA","","01-01-1948","01-01-2015"
"01","201","TO","001021-(2015-01-01)","001021","BARBANIA","","01-01-2015","31-12-9999"
"00","001","TO","001022-(1861-03-17)","001022","BARDONECCHIA","","17-03-1861","27-07-1927"
"00","001","TO","001022-(1927-07-27)","001022","BARDONECCHIA","","27-07-1927","16-09-1947"
"00","001","TO","001022-(1927-07-27)","001022","BARDONECCHIA","","27-07-1927","16-09-1947"
"00","001","TO","001022-(1927-07-27)","001022","BARDONECCHIA","","27-07-1927","16-09-1947"
"00","001","TO","001022-(1947-09-16)","001022","BARDONECCHIA","","16-09-1947","01-01-1948"
"01","001","TO","001022-(1948-01-01)","001022","BARDONECCHIA","","01-01-1948","01-01-2015"
"01","201","TO","001022-(2015-01-01)","001022","BARDONECCHIA","","01-01-2015","31-12-9999"
"00","001","TO","001023-(1861-03-17)","001023","BARONE CANAVESE","","17-03-1861","12-01-1927"
"00","007","AO","007815-(1927-01-12)","007815","BARONE CANAVESE","","12-01-1927","05-10-1945"
"00","001","TO","001023-(1945-10-05)","001023","BARONE CANAVESE","","05-10-1945","01-01-1948"
"01","001","TO","001023-(1948-01-01)","001023","BARONE CANAVESE","","01-01-1948","01-01-2015"
"01","201","TO","001023-(2015-01-01)","001023","BARONE CANAVESE","","01-01-2015","31-12-9999"
"00","001","TO","001024-(1861-03-17)","001024","BEINASCO","","17-03-1861","01-01-1948"
"01","001","TO","001024-(1948-01-01)","001024","BEINASCO","","01-01-1948","01-01-2015"
"01","201","TO","001024-(2015-01-01)","001024","BEINASCO","","01-01-2015","31-12-9999"
"00","001","TO","001025-(1861-03-17)","001025","BIBIANA","","17-03-1861","01-01-1948"
"01","001","TO","001025-(1948-01-01)","001025","BIBIANA","","01-01-1948","01-01-2015"
"01","201","TO","001025-(2015-01-01)","001025","BIBIANA","","01-01-2015","31-12-9999"
"00","001","TO","001026-(1861-03-17)","001026","BOBBIO PELLICE","","17-03-1861","01-01-1948"
"01","001","TO","001026-(1948-01-01)","001026","BOBBIO PELLICE","","01-01-1948","01-01-2015"
"01","201","TO","001026-(2015-01-01)","001026","BOBBIO PELLICE","","01-01-2015","31-12-9999"
"00","001","TO","001027-(1861-03-17)","001027","BOLLENGO","","17-03-1861","12-01-1927"
"00","007","AO","007816-(1927-01-12)","007816","BOLLENGO","","12-01-1927","19-04-1929"
"00","007","AO","007816-(1929-04-19)","007816","BOLLENGO","","19-04-1929","05-10-1945"
"00","001","TO","001027-(1945-10-05)","001027","BOLLENGO","","05-10-1945","24-12-1946"
"00","001","TO","001027-(1946-12-24)","001027","BOLLENGO","","24-12-1946","01-01-1948"
"01","001","TO","001027-(1948-01-01)","001027","BOLLENGO","","01-01-1948","01-01-2015"
"01","201","TO","001027-(2015-01-01)","001027","BOLLENGO","","01-01-2015","31-12-9999"
"00","001","TO","001028-(1861-03-17)","001028","BORGARO TORINESE","","17-03-1861","01-01-1948"
"01","001","TO","001028-(1948-01-01)","001028","BORGARO TORINESE","","01-01-1948","01-01-2015"
"01","201","TO","001028-(2015-01-01)","001028","BORGARO TORINESE","","01-01-2015","18-04-2017"
"01","201","TO","001028-(2017-04-18)","001028","BORGARO TORINESE","","18-04-2017","31-12-9999"
"00","001","TO","001029-(1861-03-17)","001029","BORGIALLO","","17-03-1861","12-01-1927"
"00","007","AO","007817-(1927-01-12)","007817","BORGIALLO","","12-01-1927","25-09-1928"
"00","007","AO","007817-(1928-09-25)","007817","BORGIALLO","","25-09-1928","25-09-1928"
"00","001","TO","001030-(1861-03-17)","001030","BORGOFRANCO","","17-03-1861","04-02-1863"
"00","001","TO","001030-(1863-02-04)","001030","BORGOFRANCO D'IVREA","","04-02-1863","01-02-1894"
"00","001","TO","001030-(1894-02-01)","001030","BORGOFRANCO D'IVREA","","01-02-1894","12-01-1927"
"00","007","AO","007818-(1927-01-12)","007818","BORGOFRANCO D'IVREA","","12-01-1927","02-03-1929"
"00","007","AO","007818-(1929-03-02)","007818","BORGOFRANCO D'IVREA","","02-03-1929","05-10-1945"
"00","001","TO","001096-(1861-03-17)","001096","CUCEGLIO","","17-03-1861","12-01-1927"
"00","007","AO","007838-(1927-01-12)","007838","CUCEGLIO","","12-01-1927","05-10-1945"
"00","001","TO","001096-(1945-10-05)","001096","CUCEGLIO","","05-10-1945","01-01-1948"
"01","001","TO","001096-(1948-01-01)","001096","CUCEGLIO","","01-01-1948","01-01-2015"
"01","201","TO","001096-(2015-01-01)","001096","CUCEGLIO","","01-01-2015","31-12-9999"
"00","001","TO","001097-(1861-03-17)","001097","CUMIANA","","17-03-1861","23-05-1928"
"00","001","TO","001097-(1928-05-23)","001097","CUMIANA","","23-05-1928","01-01-1948"
"01","001","TO","001097-(1948-01-01)","001097","CUMIANA","","01-01-1948","01-01-2015"
"01","201","TO","001097-(2015-01-01)","001097","CUMIANA","","01-01-2015","31-12-9999"
"00","001","TO","001098-(1861-03-17)","001098","CUORGNÈ","","17-03-1861","12-01-1927"
"00","007","AO","007839-(1927-01-12)","007839","CUORGNÈ","","12-01-1927","25-09-1928"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","007","AO","007839-(1928-09-25)","007839","CUORGNÈ","","25-09-1928","05-10-1945"
"00","001","TO","001098-(1945-10-05)","001098","CUORGNÈ","","05-10-1945","01-01-1948"
"01","001","TO","001098-(1948-01-01)","001098","CUORGNÈ","","01-01-1948","15-01-1948"
"01","001","TO","001098-(1948-01-15)","001098","CUORGNÈ","","15-01-1948","01-01-2015"
"01","001","TO","001098-(1948-01-15)","001098","CUORGNÈ","","15-01-1948","01-01-2015"
"01","001","TO","001098-(1948-01-15)","001098","CUORGNÈ","","15-01-1948","01-01-2015"
"01","001","TO","001098-(1948-01-15)","001098","CUORGNÈ","","15-01-1948","01-01-2015"
"01","001","TO","001098-(1948-01-15)","001098","CUORGNÈ","","15-01-1948","01-01-2015"
"01","001","TO","001098-(1948-01-15)","001098","CUORGNÈ","","15-01-1948","01-01-2015"
"01","201","TO","001098-(2015-01-01)","001098","CUORGNÈ","","01-01-2015","31-12-9999"
"00","001","TO","001099-(1861-03-17)","001099","DRUENT","","17-03-1861","16-06-1937"
"00","001","TO","001099-(1937-06-16)","001099","DRUENTO","","16-06-1937","01-01-1948"
"01","001","TO","001099-(1948-01-01)","001099","DRUENTO","","01-01-1948","01-01-2015"
"01","201","TO","001099-(2015-01-01)","001099","DRUENTO","","01-01-2015","31-12-9999"
"00","001","TO","001100-(1861-03-17)","001100","EXILLES","","17-03-1861","16-06-1937"
"00","001","TO","001100-(1937-06-16)","001100","ESILLE","","16-06-1937","01-01-1948"
"01","001","TO","001100-(1948-01-01)","001100","ESILLE","","01-01-1948","16-07-1953"
"01","001","TO","001100-(1953-07-16)","001100","EXILLES","","16-07-1953","01-01-2015"
"01","201","TO","001100-(2015-01-01)","001100","EXILLES","","01-01-2015","31-12-9999"
"00","001","TO","001101-(1861-03-17)","001101","FAVRIA","","17-03-1861","02-11-1927"
"00","001","TO","001101-(1927-11-02)","001101","FAVRIA","","02-11-1927","02-11-1927"
"00","001","TO","001102-(1861-03-17)","001102","FELETTO","","17-03-1861","01-01-1948"
"01","001","TO","001102-(1948-01-01)","001102","FELETTO","","01-01-1948","01-01-2015"
"01","201","TO","001102-(2015-01-01)","001102","FELETTO","","01-01-2015","31-12-9999"
"00","001","TO","001103-(1861-03-17)","001103","FENESTRELLE","","17-03-1861","06-11-1927"
"00","001","TO","001103-(1927-11-06)","001103","FENESTRELLE","","06-11-1927","01-01-1948"
"00","001","TO","001103-(1927-11-06)","001103","FENESTRELLE","","06-11-1927","01-01-1948"
"01","001","TO","001103-(1948-01-01)","001103","FENESTRELLE","","01-01-1948","23-04-1948"
"01","001","TO","001103-(1948-04-23)","001103","FENESTRELLE","","23-04-1948","01-01-2015"
"01","201","TO","001103-(2015-01-01)","001103","FENESTRELLE","","01-01-2015","31-12-9999"
"00","001","TO","001104-(1861-03-17)","001104","FIANO","","17-03-1861","24-12-1927"
"00","001","TO","001104-(1927-12-24)","001104","FIANO","","24-12-1927","01-01-1948"
"00","001","TO","001104-(1927-12-24)","001104","FIANO","","24-12-1927","01-01-1948"
"01","001","TO","001104-(1948-01-01)","001104","FIANO","","01-01-1948","30-06-1954"
"01","001","TO","001104-(1954-06-30)","001104","FIANO","","30-06-1954","01-01-2015"
"01","001","TO","001104-(1954-06-30)","001104","FIANO","","30-06-1954","01-01-2015"
"01","201","TO","001104-(2015-01-01)","001104","FIANO","","01-01-2015","31-12-9999"
"00","001","TO","001105-(1861-03-17)","001105","FIORANO","","17-03-1861","04-02-1863"
"00","001","TO","001105-(1863-02-04)","001105","FIORANO CANAVESE","","04-02-1863","12-01-1927"
"00","007","AO","007840-(1927-01-12)","007840","FIORANO CANAVESE","","12-01-1927","05-10-1945"
"00","001","TO","001105-(1945-10-05)","001105","FIORANO CANAVESE","","05-10-1945","01-01-1948"
"01","001","TO","001105-(1948-01-01)","001105","FIORANO CANAVESE","","01-01-1948","01-01-2015"
"01","201","TO","001105-(2015-01-01)","001105","FIORANO CANAVESE","","01-01-2015","31-12-9999"
"00","001","TO","001106-(1861-03-17)","001106","FOGLIZZO","","17-03-1861","01-01-1948"
"01","001","TO","001106-(1948-01-01)","001106","FOGLIZZO","","01-01-1948","01-01-2015"
"01","201","TO","001106-(2015-01-01)","001106","FOGLIZZO","","01-01-2015","31-12-9999"
"00","001","TO","001107-(1861-03-17)","001107","FORNO DI RIVARA","","17-03-1861","01-07-1896"
"00","001","TO","001107-(1896-07-01)","001107","FORNO DI RIVARA","","01-07-1896","28-06-1927"
"00","001","TO","001107-(1927-06-28)","001107","FORNO CANAVESE","","28-06-1927","01-01-1948"
"01","001","TO","001107-(1948-01-01)","001107","FORNO CANAVESE","","01-01-1948","01-01-2015"
"01","201","TO","001107-(2015-01-01)","001107","FORNO CANAVESE","","01-01-2015","31-12-9999"
"00","001","TO","001108-(1861-03-17)","001108","FRASSINETTO","","17-03-1861","12-01-1927"
"00","007","AO","007841-(1927-01-12)","007841","FRASSINETTO","","12-01-1927","05-10-1945"
"00","001","TO","001108-(1945-10-05)","001108","FRASSINETTO","","05-10-1945","01-01-1948"
"01","001","TO","001108-(1948-01-01)","001108","FRASSINETTO","","01-01-1948","23-03-1957"
"01","001","TO","001108-(1957-03-23)","001108","FRASSINETTO","","23-03-1957","01-01-2015"
"01","201","TO","001108-(2015-01-01)","001108","FRASSINETTO","","01-01-2015","31-12-9999"
"00","001","TO","001109-(1861-03-17)","001109","FRONT","","17-03-1861","21-02-1928"
"00","001","TO","001109-(1928-02-21)","001109","FRONT","","21-02-1928","21-02-1928"
"00","001","TO","001110-(1861-03-17)","001110","FROSSASCO","","17-03-1861","13-05-1928"
"00","001","TO","001110-(1928-05-13)","001110","FROSSASCO","","13-05-1928","01-01-1948"
"00","001","TO","001110-(1928-05-13)","001110","FROSSASCO","","13-05-1928","01-01-1948"
"01","001","TO","001110-(1948-01-01)","001110","FROSSASCO","","01-01-1948","15-07-1954"
"01","001","TO","001110-(1954-07-15)","001110","FROSSASCO","","15-07-1954","01-01-2015"
"01","001","TO","001110-(1954-07-15)","001110","FROSSASCO","","15-07-1954","01-01-2015"
"01","201","TO","001110-(2015-01-01)","001110","FROSSASCO","","01-01-2015","31-12-9999"
"00","001","TO","001111-(1861-03-17)","001111","GARZIGLIANA","","17-03-1861","01-01-1948"
"01","001","TO","001111-(1948-01-01)","001111","GARZIGLIANA","","01-01-1948","01-01-2015"
"01","201","TO","001111-(2015-01-01)","001111","GARZIGLIANA","","01-01-2015","31-12-9999"
"00","001","TO","001112-(1861-03-17)","001112","GASSINO","","17-03-1861","29-07-1928"
"00","001","TO","001112-(1928-07-29)","001112","GASSINO","","29-07-1928","08-04-1932"
"00","001","TO","001112-(1928-07-29)","001112","GASSINO","","29-07-1928","08-04-1932"
"00","001","TO","001112-(1928-07-29)","001112","GASSINO","","29-07-1928","08-04-1932"
"00","001","TO","001112-(1928-07-29)","001112","GASSINO","","29-07-1928","08-04-1932"
"00","001","TO","001112-(1932-04-08)","001112","GASSINO TORINESE","","08-04-1932","05-02-1939"
"00","001","TO","001112-(1939-02-05)","001112","GASSINO TORINESE","","05-02-1939","10-07-1947"
"00","001","TO","001112-(1947-07-10)","001112","GASSINO TORINESE","","10-07-1947","01-01-1948"
"01","001","TO","001112-(1948-01-01)","001112","GASSINO TORINESE","","01-01-1948","23-04-1948"
"01","001","TO","001112-(1948-04-23)","001112","GASSINO TORINESE","","23-04-1948","26-07-1957"
"01","001","TO","001112-(1957-07-26)","001112","GASSINO TORINESE","","26-07-1957","01-01-2015"
"01","201","TO","001112-(2015-01-01)","001112","GASSINO TORINESE","","01-01-2015","31-12-9999"
"00","001","TO","001113-(1861-03-17)","001113","GERMAGNANO","","17-03-1861","01-01-1948"
"01","001","TO","001113-(1948-01-01)","001113","GERMAGNANO","","01-01-1948","01-01-2015"
"01","201","TO","001113-(2015-01-01)","001113","GERMAGNANO","","01-01-2015","31-12-9999"
"00","001","TO","001114-(1861-03-17)","001114","GIAGLIONE","","17-03-1861","01-01-1948"
"01","001","TO","001114-(1948-01-01)","001114","GIAGLIONE","","01-01-1948","01-01-2015"
"01","201","TO","001114-(2015-01-01)","001114","GIAGLIONE","","01-01-2015","31-12-9999"
"00","001","TO","001115-(1861-03-17)","001115","GIAVENO","","17-03-1861","31-12-1927"
"00","001","TO","001115-(1927-12-31)","001115","GIAVENO","","31-12-1927","01-01-1948"
"01","001","TO","001115-(1948-01-01)","001115","GIAVENO","","01-01-1948","20-08-1957"
"01","001","TO","001115-(1957-08-20)","001115","GIAVENO","","20-08-1957","01-01-2015"
"01","201","TO","001115-(2015-01-01)","001115","GIAVENO","","01-01-2015","31-12-9999"
"00","001","TO","001116-(1861-03-17)","001116","GIVOLETTO","","17-03-1861","03-04-1928"
"00","001","TO","001116-(1928-04-03)","001116","GIVOLETTO","","03-04-1928","03-04-1928"
"00","001","TO","001117-(1861-03-17)","001117","GRAVERE","","17-03-1861","01-01-1948"
"01","001","TO","001117-(1948-01-01)","001117","GRAVERE","","01-01-1948","01-01-2015"
"01","201","TO","001117-(2015-01-01)","001117","GRAVERE","","01-01-2015","31-12-9999"
"00","001","TO","001118-(1861-03-17)","001118","GROSCAVALLO","","17-03-1861","07-01-1928"
"00","001","TO","001118-(1928-01-07)","001118","GROSCAVALLO","","07-01-1928","01-01-1948"
"00","001","TO","001118-(1928-01-07)","001118","GROSCAVALLO","","07-01-1928","01-01-1948"
"01","001","TO","001118-(1948-01-01)","001118","GROSCAVALLO","","01-01-1948","01-01-2015"
"01","201","TO","001118-(2015-01-01)","001118","GROSCAVALLO","","01-01-2015","31-12-9999"
"00","001","TO","001119-(1861-03-17)","001119","GROSSO","","17-03-1861","13-03-1928"
"00","001","TO","001119-(1928-03-13)","001119","GROSSO","","13-03-1928","13-03-1928"
"00","001","TO","001120-(1861-03-17)","001120","GRUGLIASCO","","17-03-1861","01-01-1948"
"01","001","TO","001120-(1948-01-01)","001120","GRUGLIASCO","","01-01-1948","01-01-2015"
"01","201","TO","001120-(2015-01-01)","001120","GRUGLIASCO","","01-01-2015","31-12-9999"
"00","001","TO","001121-(1861-03-17)","001121","INGRIA","","17-03-1861","12-01-1927"
"00","007","AO","007842-(1927-01-12)","007842","INGRIA","","12-01-1927","05-10-1945"
"00","001","TO","001121-(1945-10-05)","001121","INGRIA","","05-10-1945","01-01-1948"
"01","001","TO","001121-(1948-01-01)","001121","INGRIA","","01-01-1948","23-03-1957"
"01","001","TO","001121-(1957-03-23)","001121","INGRIA","","23-03-1957","01-01-2015"
"01","201","TO","001121-(2015-01-01)","001121","INGRIA","","01-01-2015","31-12-9999"
"00","001","TO","001122-(1861-03-17)","001122","INVERSO PINASCA","","17-03-1861","31-05-1928"
"00","001","TO","001122-(1928-05-31)","001122","INVERSO PINASCA","","31-05-1928","31-05-1928"
"00","001","TO","001123-(1861-03-17)","001123","ISOLABELLA","","17-03-1861","30-12-1928"
"00","001","TO","001123-(1928-12-30)","001123","ISOLABELLA","","30-12-1928","30-12-1928"
"00","001","TO","001124-(1861-03-17)","001124","ISSIGLIO","","17-03-1861","12-01-1927"
"00","007","AO","007843-(1927-01-12)","007843","ISSIGLIO","","12-01-1927","05-10-1945"
"00","001","TO","001124-(1945-10-05)","001124","ISSIGLIO","","05-10-1945","01-01-1948"
"01","001","TO","001124-(1948-01-01)","001124","ISSIGLIO","","01-01-1948","01-01-2015"
"01","201","TO","001124-(2015-01-01)","001124","ISSIGLIO","","01-01-2015","31-12-9999"
"00","001","TO","001125-(1861-03-17)","001125","IVREA","","17-03-1861","12-01-1927"
"00","007","AO","007844-(1927-01-12)","007844","IVREA","","12-01-1927","05-10-1945"
"00","001","TO","001125-(1945-10-05)","001125","IVREA","","05-10-1945","01-01-1948"
"01","001","TO","001125-(1948-01-01)","001125","IVREA","","01-01-1948","22-10-1968"
"01","001","TO","001125-(1968-10-22)","001125","IVREA","","22-10-1968","01-01-2015"
"01","201","TO","001125-(2015-01-01)","001125","IVREA","","01-01-2015","31-12-9999"
"00","001","TO","001126-(1861-03-17)","001126","LA CASSA","","17-03-1861","03-04-1928"
